id,full_name,html_url,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count,language,topics,description,source
987265611,wmigor/godot-aircraft-plugin,https://github.com/wmigor/godot-aircraft-plugin,2025-05-20T20:25:24Z,2025-12-20T14:46:05Z,2025-12-20T14:46:01Z,19,0,1,GDScript,,,
932065362,zzq1234567890/epg,https://github.com/zzq1234567890/epg,2025-02-13T10:01:20Z,2025-12-20T14:45:59Z,2025-12-20T14:45:55Z,24,6,0,PHP,,,
942032105,Axthauvin/epitrace-packs,https://github.com/Axthauvin/epitrace-packs,2025-03-03T13:12:55Z,2025-12-20T14:45:07Z,2025-12-20T14:45:04Z,11,2,1,JavaScript,,Open your traces with a FIFA-style packs with an animation!,
980069920,ivsemenkov/EEGSimpleNet,https://github.com/ivsemenkov/EEGSimpleNet,2025-05-08T14:11:17Z,2025-12-20T14:44:48Z,2025-12-20T14:44:45Z,14,0,0,Jupyter Notebook,,A simple interpretable classification neural network for EEG data with toolbox for its weights interpretation,
999017682,loonghao/vx,https://github.com/loonghao/vx,2025-06-09T15:57:31Z,2025-12-20T14:44:03Z,2025-12-20T14:52:15Z,11,1,15,Rust,,Universal Development Tool Manager,
995529595,interp-reasoning/thought-anchors.com,https://github.com/interp-reasoning/thought-anchors.com,2025-06-03T16:06:47Z,2025-12-20T14:43:35Z,2025-12-20T14:46:49Z,17,2,0,JavaScript,,"⚓️ Interactive playground for the ""Thought Anchors: Which LLM Reasoning Steps Matter?"" paper.",
1005866397,DNATechByNaldoDJ/fw.webex,https://github.com/DNATechByNaldoDJ/fw.webex,2025-06-21T01:18:21Z,2025-12-20T14:43:24Z,2025-12-20T14:43:20Z,51,9,4,xBase,,"FWWebEx :: Framework Web Extensível para TOTVS (Microsiga) Protheus. ⭐Gostou do projeto? Deixa uma estrelinha(⭐) aí no☝️topo!👆Isso ajuda muito! Teste as funcionalidades clicando no 🔗 abaixo 👇 (Ambiente: PROTHEUS_NGROK, Programa Inicial: u_FWWeb000)",
984777727,Kone457/Shizuka-AI,https://github.com/Kone457/Shizuka-AI,2025-05-16T13:45:05Z,2025-12-20T14:41:37Z,2025-12-20T14:41:34Z,14,3,0,JavaScript,,𝘽𝙞𝙚𝙣𝙫𝙚𝙣𝙞𝙙𝙤 𝙖𝙡 𝙧𝙚𝙥𝙤𝙨𝙞𝙩𝙤𝙧𝙞𝙤 𝙊𝙛𝙞𝙘𝙞𝙖𝙡 𝙙𝙚 𝙎𝙝𝙞𝙯𝙪𝙠𝙖-𝘼𝙄. 𝙎𝙞 𝙩𝙚 𝙖𝙜𝙧𝙖𝙙𝙖 𝙚𝙡 𝙧𝙚𝙥𝙤𝙨𝙞𝙩𝙤𝙧𝙞𝙤 𝙩𝙚 𝙖𝙜𝙧𝙖𝙙𝙚𝙘𝙚𝙧𝙞𝙖 𝙦𝙪𝙚 𝙢𝙚 𝙙𝙞𝙚𝙧𝙖𝙨 𝙪𝙣𝙖 𝙚𝙨𝙩𝙧𝙚𝙡𝙡𝙞𝙩𝙖 🌟,
973061586,abusaeeidx/CricHd-playlists-Auto-Update-permanent,https://github.com/abusaeeidx/CricHd-playlists-Auto-Update-permanent,2025-04-26T07:06:34Z,2025-12-20T14:41:26Z,2025-12-20T14:41:22Z,25,20,2,,"bdix, crichd, iptv-channels, sports-channel-live",🌐 CricHD Playlist – Free Live Sports Streaming 🏏 with auto-updated m3u8 playlists every 15 minutes | 🚫 Ad-free | ⚡ Buffer-free | 📱 Works on all devices,
977376166,RavenHogWarts/obsidian-ace-code-editor,https://github.com/RavenHogWarts/obsidian-ace-code-editor,2025-05-04T04:05:16Z,2025-12-20T14:41:19Z,2025-12-20T14:41:44Z,18,2,4,TypeScript,"ace-editor, obsidian-plugin",An enhanced code editor using Ace editor,
1006567172,Sage-77/V2ray-configs,https://github.com/Sage-77/V2ray-configs,2025-06-22T14:55:08Z,2025-12-20T14:40:34Z,2025-12-20T14:40:31Z,65,7,0,,"config, configuration, freedom, hysteria2, internet, nekobox, proxy, proxy-list, shadowsocks, shadowsocksr, trojan, v2ray, v2ray-config, v2ray-configs, v2rayn, v2rayng, vlees, vmess, vpn, warp",This repo collects a random amount of v2ray configs by itself every 30 minutes,
933116362,wsdjeg/nvim-config,https://github.com/wsdjeg/nvim-config,2025-02-15T07:16:53Z,2025-12-20T14:40:06Z,2025-12-20T14:40:03Z,22,2,0,Lua,,Eric's neovim config,
951408991,hypervel/components,https://github.com/hypervel/components,2025-03-19T16:22:53Z,2025-12-20T14:39:52Z,2025-12-20T14:39:48Z,27,14,9,PHP,"coroutine, framework, hyperf, laravel, php, swoole",The Hypervel Components.,
995613421,SukkaLab/ruleset.skk.moe,https://github.com/SukkaLab/ruleset.skk.moe,2025-06-03T18:52:43Z,2025-12-20T14:39:28Z,2025-12-20T14:39:24Z,12,9,0,PHP,,,
917128746,luo-ross/MultiVerseKit,https://github.com/luo-ross/MultiVerseKit,2025-01-15T12:10:53Z,2025-12-20T14:39:14Z,2025-12-20T14:39:11Z,56,14,0,C#,,,
1005915441,FlavorfulGecko5/EntityAtlan,https://github.com/FlavorfulGecko5/EntityAtlan,2025-06-21T04:42:57Z,2025-12-20T14:38:42Z,2025-12-20T14:38:39Z,12,1,0,C++,,DOOM: The Dark Ages Modding Tools,
924399704,taolson/Admiran,https://github.com/taolson/Admiran,2025-01-29T23:35:20Z,2025-12-20T14:37:40Z,2025-12-20T14:37:37Z,81,0,0,Assembly,"compiler, functional-programming-language, miranda-lang, self-hosting-compiler","Admiran is a pure, lazy, functional language and self-hosting compiler based upon Miranda",
992690256,xcontcom/xcontcom,https://github.com/xcontcom/xcontcom,2025-05-29T14:59:51Z,2025-12-20T14:37:16Z,2025-12-20T14:37:13Z,23,1,0,,"config, github-config",Config files for my GitHub profile.,
993156870,Glaube-TY/siyuan-homepage,https://github.com/Glaube-TY/siyuan-homepage,2025-05-30T10:06:23Z,2025-12-20T14:36:47Z,2025-12-20T14:37:35Z,26,3,1,Svelte,,为思源笔记提供一个可高度定制的信息聚合页面 Provide a highly customizable information aggregation page for Siyuan,
919114663,Rushikeshnimkar/portfolio2025,https://github.com/Rushikeshnimkar/portfolio2025,2025-01-19T18:34:19Z,2025-12-20T14:36:31Z,2025-12-20T14:36:28Z,21,4,0,TypeScript,"aiagents, chatbot, github, github-pages, kimi-k2-ai, langchain, langgraph, liquidglass, llama4, nextjs15, openrouter, personal-website, pinecone, portfolio, portfolio-site, portfolio-template, portfolio-website, tavily, template, vectorembeddings","Rushikesh Nimkar's portfolio, accessible at rushikeshnimkar.xyz, is a modern website built with Next.js 15 and TypeScript. It features AI-powered email generation, an interactive chat with an AI version of Rushikesh, dynamic animations, responsive design, dark mode, and showcases his projects and contributions.",
983357003,Iteranya/anita-cms,https://github.com/Iteranya/anita-cms,2025-05-14T09:04:53Z,2025-12-20T14:35:18Z,2025-12-20T15:03:41Z,11,3,1,HTML,"admin-panel, ai, cms, markdown-editor, website-builder","An AI Powered CMS Built From Ground Up with Fast API, Vanilla JS, and SQLAlchemy.",
983784625,FLYCOM-E/ClearBox,https://github.com/FLYCOM-E/ClearBox,2025-05-14T23:10:10Z,2025-12-20T14:35:04Z,2025-12-20T14:35:01Z,23,1,1,C,,一个致力于 Android Auto 清理优化的 Magisk Module   |   A Magisk module dedicated to automatic cleaning and optimization for Android,
954762768,chrisdoc/hevy-mcp,https://github.com/chrisdoc/hevy-mcp,2025-03-25T15:21:45Z,2025-12-20T14:33:16Z,2025-12-20T14:33:14Z,76,18,7,TypeScript,"hevy, mcp, mcp-server","Manage your Hevy workouts, routines, folders, and exercise templates. Create and update sessions faster, organize plans, and search exercises to build workouts quickly. Stay synced with changes so your training log is always up to date.",
960460707,tastetastetaste/musictaste,https://github.com/tastetastetaste/musictaste,2025-04-04T13:25:58Z,2025-12-20T14:32:27Z,2025-12-20T14:32:24Z,24,7,1,TypeScript,,"A website to rate, review & track all your music! ",
1005771177,giantswarm/muster,https://github.com/giantswarm/muster,2025-06-20T19:39:02Z,2025-12-20T14:32:25Z,2025-12-20T14:54:37Z,10,1,31,Go,"ai, development, development-tools, mcp, mcp-client, mcp-proxy, mcp-server, mcp-tools",MCP tool management and workflow proxy,
998208999,96flashbacks/showfloor,https://github.com/96flashbacks/showfloor,2025-06-08T05:17:57Z,2025-12-20T14:31:10Z,2025-12-20T14:33:58Z,39,16,2,C,,SM64 Shoshinkai 1995 Demo Recreation,
963301673,theajmalrazaq/superflex,https://github.com/theajmalrazaq/superflex,2025-04-09T13:22:34Z,2025-12-20T14:31:06Z,2025-12-20T14:31:02Z,21,2,2,JavaScript,"fastnucesproject, flex",Flex Portal Sucks? Not Anymore. Time to Flex on 'Em 😎💻,
948473460,Cybermonit/RSS-Feed,https://github.com/Cybermonit/RSS-Feed,2025-03-14T11:58:51Z,2025-12-20T14:29:37Z,2025-12-20T14:29:33Z,46,0,0,,,RSS Feed for Cybermonit.com,
1005635883,klsdf/GreenResourcesManager,https://github.com/klsdf/GreenResourcesManager,2025-06-20T14:49:32Z,2025-12-20T14:29:33Z,2025-12-20T14:29:29Z,17,0,0,Vue,,一个管理电脑内资源，并提供游戏化的综合管理器,
941622400,JAG-GW/GwAu3,https://github.com/JAG-GW/GwAu3,2025-03-02T18:08:31Z,2025-12-20T14:29:29Z,2025-12-20T14:29:17Z,14,11,0,AutoIt,,,
922458019,sevcator/5ubscrpt10n,https://github.com/sevcator/5ubscrpt10n,2025-01-26T09:08:50Z,2025-12-20T14:28:27Z,2025-12-20T14:28:19Z,80,6,0,JavaScript,"config, configs, free-proxy, free-vpn, freevpn, proxy, shadowsocks, subscription, subscriptions, trojan, v2ray, virtual-private-network, vless, vmess, vpn, xray",⚡ The largest subscription that have vless / vmess / trojan / shadowsocks configs,
981403652,vfan/go-web-mvc,https://github.com/vfan/go-web-mvc,2025-05-11T02:58:25Z,2025-12-20T14:27:55Z,2025-12-20T14:27:51Z,19,1,0,Go,,,
964854433,syrianzone/syrianzone,https://github.com/syrianzone/syrianzone,2025-04-11T22:49:41Z,2025-12-20T14:27:43Z,2025-12-20T14:27:39Z,20,9,5,TypeScript,,جهد تعاوني مفتوح المصدر يهدف إلى توفير أدوات وموارد متنوعة تتعلق بالشأن السوري.  يهدف المشروع إلى أن يكون مساحة للمشاريع التي تتسم بالبساطة والقيمة العالية وسهولة الإنجاز والإطلاق السريع.,
990692143,vonajs/vona,https://github.com/vonajs/vona,2025-05-26T13:42:13Z,2025-12-20T14:24:48Z,2025-12-20T14:24:45Z,51,1,0,TypeScript,nodejs,"Vona is an intuitive, elegant and powerful Node.js web framework for rapidly developing enterprise applications of any size",
937522912,ohkami-rs/sqlx-d1,https://github.com/ohkami-rs/sqlx-d1,2025-02-23T09:09:35Z,2025-12-20T14:24:06Z,2025-12-20T14:24:52Z,40,3,4,Rust,"cloudflare, cloudflare-d1, cloudflare-worker, cloudflare-workers, rust, sqlx",SQLx for Cloudflare D1,
928687563,Yorick-Ryu/deep-share,https://github.com/Yorick-Ryu/deep-share,2025-02-07T03:52:14Z,2025-12-20T14:24:06Z,2025-12-20T15:06:53Z,77,3,0,JavaScript,"chatgpt, chrome-extension, deepseek, edge, edge-extension, firefox-addons, firefox-extension, gemini, grok, latex, md2docx, word","A lightweight browser extension designed for AI users to easily copy formulas from ChatGPT, DeepSeek, Grok and 10+ other AI conversations, export beautifully formatted Word documents, and support long conversation screenshot sharing for DeepSeek.",
989694349,RinLit-233-shiroko/Class-Widgets-2,https://github.com/RinLit-233-shiroko/Class-Widgets-2,2025-05-24T16:23:27Z,2025-12-20T14:23:55Z,2025-12-20T14:23:52Z,30,11,9,QML,,Class Widgets™ 2 Project,
940762094,santawho/oeffi-ng,https://github.com/santawho/oeffi-ng,2025-02-28T18:39:14Z,2025-12-20T14:23:54Z,2025-12-20T14:23:51Z,40,6,14,Java,,Öffi NG - The emperor of the public transit tangle! Solving the mother of Gordian knots.,
972093356,eWloYW8/ZJU-classroom-stream,https://github.com/eWloYW8/ZJU-classroom-stream,2025-04-24T14:22:08Z,2025-12-20T14:22:47Z,2025-12-20T14:22:44Z,17,1,0,Vue,,A web-based platform that provides live streaming of classroom sessions at Zhejiang University.,
928097744,pkgforge-community/AM-HF-SYNC,https://github.com/pkgforge-community/AM-HF-SYNC,2025-02-06T03:52:18Z,2025-12-20T14:22:31Z,2025-12-20T14:22:27Z,12,0,4,Shell,,"Build, Cache & Sync AM ==> https://huggingface.co/datasets/pkgforge/AMcache",
926263681,sendmebits/ghostmail-ios,https://github.com/sendmebits/ghostmail-ios,2025-02-02T23:11:40Z,2025-12-20T14:25:19Z,2025-12-20T14:22:26Z,30,3,0,Swift,,Ghost Mail iOS app to manage Cloudflare email aliases,
975047869,spzbrnmrc/Tiny-Vedas,https://github.com/spzbrnmrc/Tiny-Vedas,2025-04-29T17:43:40Z,2025-12-20T14:22:15Z,2025-12-20T14:22:12Z,28,4,0,SystemVerilog,"risc-v, rtl, systemverilog",A highly-configurable RISC-V Core,
913542389,Rink37/BOBJECT_engine,https://github.com/Rink37/BOBJECT_engine,2025-01-07T22:15:05Z,2025-12-20T14:21:49Z,2025-12-20T14:21:46Z,50,5,49,C++,,I'm writing an app which allows us to render meshes using realtime traditionally hand-painted textures,
958695100,handeveloper1/Proxy,https://github.com/handeveloper1/Proxy,2025-04-01T16:00:59Z,2025-12-20T14:21:22Z,2025-12-20T14:21:18Z,10,0,0,,"dailyproxy, free-http-proxy, free-https-proxy, free-socks4-proxy, free-socks5-proxy, http-proxy-list, http-proxy-server, https, https-proxy-list, https-proxy-servers-for-anonymous-browsing, proxy, proxy-for-http-requests, proxy-list, secure-https-proxy, socks4, socks4-proxy-list, socks5, socks5-proxy, socks5-proxy-list",DailyProxy - Auto Update List,
1001477080,kmontag/macher,https://github.com/kmontag/macher,2025-06-13T12:55:09Z,2025-12-20T14:21:11Z,2025-12-20T14:21:28Z,102,4,4,Emacs Lisp,"emacs, gptel, llm","Project-aware multi-file LLM editing for Emacs, based on gptel.",
987512149,Monochrome-Inc/ZombiePanic-HL,https://github.com/Monochrome-Inc/ZombiePanic-HL,2025-05-21T07:23:50Z,2025-12-20T14:20:46Z,2025-12-20T14:20:42Z,15,1,2,C++,"cplusplus, game, gameddev, goldsource, goldsource-engine, half-life, modding, steam, valve, zombiepanic, zombies",Zombie Panic! (Half-Life Modification) using BFHL as a base.,
1004847072,m-bwela/m-bwela,https://github.com/m-bwela/m-bwela,2025-06-19T09:16:00Z,2025-12-20T14:19:57Z,2025-12-20T14:19:54Z,17,1,0,,,,
931723685,BossSloth/SteamHunter-plugin,https://github.com/BossSloth/SteamHunter-plugin,2025-02-12T18:47:16Z,2025-12-20T14:19:56Z,2025-12-20T14:19:53Z,10,1,2,TypeScript,,A Millennium plugin for the steam client that adds achievement groups and point just like the SteamHunters website https://steamhunters.com,
996076967,xiaoniucode/etp,https://github.com/xiaoniucode/etp,2025-06-04T12:26:10Z,2025-12-20T14:19:54Z,2025-12-20T14:23:18Z,58,8,0,Java,"etp, github-actions, http, jdk21, layui, nat, native-apps, netty, network, org-json, pkcs12, proxy, proxy-server, ptotobuf, sqlite, ssl, tcp, tls13, toml, xiaoniucode",🚀🚀🚀ETP(Easy Tunnel Proxy)是一个轻量级的高性能内网穿透应用，支持TCP、HTTP等协议，TLS 1.3安全加密传输协议，多客户端认证，支持Linux、macos、windows操作系统，兼容amd64和arm64架构，该应用用于将内网服务暴露到公网，供外部访问。,
949007383,voocel/mas,https://github.com/voocel/mas,2025-03-15T13:18:31Z,2025-12-20T14:19:35Z,2025-12-20T14:19:31Z,12,4,0,Go,"agent, agents, ai, go, llm, multi-agent, multi-agent-systems, workflows",Multi-Agent Framework for Go,
998852501,Luiz-Alcantara/Neural-Pixel,https://github.com/Luiz-Alcantara/Neural-Pixel,2025-06-09T11:01:07Z,2025-12-20T14:19:18Z,2025-12-20T14:19:15Z,34,2,3,C,,A simple GUI wrapper for stable-diffusion.cpp written using C and GTK 4.,
965626088,spongebob888/shadowquic,https://github.com/spongebob888/shadowquic,2025-04-13T15:19:07Z,2025-12-20T14:57:32Z,2025-12-20T14:18:38Z,147,15,16,Rust,,A 0-RTT QUIC Proxy with SNI camouflage,
930314117,DefiTuna/tuna-sdk,https://github.com/DefiTuna/tuna-sdk,2025-02-10T12:41:37Z,2025-12-20T14:18:29Z,2025-12-20T14:18:25Z,21,4,0,TypeScript,,,
919026875,xsSplater/Darktide_Enhanced_Descriptions_BETA,https://github.com/xsSplater/Darktide_Enhanced_Descriptions_BETA,2025-01-19T14:24:07Z,2025-12-20T14:18:06Z,2025-12-20T14:18:03Z,13,5,0,Lua,,,
910841493,skyline69/balatro-mod-index,https://github.com/skyline69/balatro-mod-index,2025-01-01T15:45:59Z,2025-12-20T14:18:00Z,2025-12-20T14:17:57Z,57,192,8,,"balatro, card-games, community-hub, indie-games, modding, poker, solitare, strategy-games","A comprehensive collection of mods for Balatro, the roguelike poker deckbuilder. This repository serves as a central hub for the Balatro modding community.",
938380942,Glauedson/Glauedson,https://github.com/Glauedson/Glauedson,2025-02-24T21:36:18Z,2025-12-20T14:16:27Z,2025-12-20T14:16:23Z,15,3,0,,readme-profile,Apenas o readme simples do meu perfil,
992666855,FidelityFramework/Firefly,https://github.com/FidelityFramework/Firefly,2025-05-29T14:19:35Z,2025-12-20T14:12:54Z,2025-12-20T14:12:51Z,38,1,0,F#,"dotnet, fsharp, llvm, mlir",A compiler that brings F#'s elegance and precision to systems programming through MLIR and various backends,
929761068,NekoNyangYee/taehyun-blog-renewal,https://github.com/NekoNyangYee/taehyun-blog-renewal,2025-02-09T10:39:03Z,2025-12-31T02:57:48Z,2025-12-31T02:57:45Z,1,0,6,TypeScript,"dayjs, nextjs14, react18, shadcn-ui, supabase",Supabase를 이용하여 새롭게 탄생한 저만의 블로그입니다.,github_relaxed
1012809572,michelinus/api,https://github.com/michelinus/api,2025-07-02T23:22:40Z,2025-12-31T02:57:44Z,2025-12-31T02:57:41Z,1,0,0,JavaScript,"api, backend, bitcoin, ipfs, mining",Backend API for my nerdminer status website on IPFS.,github_relaxed
1032468646,sakura-talk-kingdum/sakurabot,https://github.com/sakura-talk-kingdum/sakurabot,2025-08-05T10:55:12Z,2025-12-31T02:57:44Z,2025-12-31T02:57:40Z,2,2,0,JavaScript,"discord, discord-bot, javascript, nodejs",,github_relaxed
763413900,growingio/design-system,https://github.com/growingio/design-system,2024-02-26T08:49:50Z,2025-12-31T02:57:44Z,2025-12-31T02:57:48Z,2,0,0,TypeScript,,,github_relaxed
746930940,tigerbeetle/devhubdb,https://github.com/tigerbeetle/devhubdb,2024-01-22T23:33:40Z,2025-12-31T02:57:43Z,2025-12-31T02:57:40Z,4,1,0,,,,github_relaxed
1012862658,garylin0969/trend-scraper,https://github.com/garylin0969/trend-scraper,2025-07-03T02:18:53Z,2025-12-31T02:57:45Z,2025-12-31T02:57:40Z,6,0,0,TypeScript,"github-actions, github-pages, github-workflows, puppeteer, reptile",Hot Now - 爬蟲,github_relaxed
1058378762,henrryqr/portafolio-programacion-numerica-2025,https://github.com/henrryqr/portafolio-programacion-numerica-2025,2025-09-17T02:35:29Z,2025-12-31T02:57:44Z,2025-12-31T02:57:40Z,1,0,0,HTML,,Portafolio académico — Programación Numérica (2025),github_relaxed
981865302,flarom/cohesion,https://github.com/flarom/cohesion,2025-05-12T02:46:46Z,2025-12-31T02:57:43Z,2025-12-31T02:57:39Z,10,1,0,JavaScript,"customizable, distraction-free, markdown, minimalist, productivity",Simple markdown editor for technical writting,github_relaxed
1015967084,kissenpvp/Pulvinar,https://github.com/kissenpvp/Pulvinar,2025-07-08T09:42:29Z,2025-12-31T02:57:43Z,2025-12-31T02:57:39Z,2,0,0,Shell,,,github_relaxed
954413618,Setout8/Book-Pen-Book,https://github.com/Setout8/Book-Pen-Book,2025-03-25T03:35:42Z,2025-12-31T02:57:39Z,2025-12-31T02:57:36Z,262,443,6,JavaScript,,本项目是基于源 BPB 面板代码，生成独一无二的混淆代码来部署 cloudflare pages 项目，从而实现 VPN 上网,github_relaxed
885722716,turgut090/traffic,https://github.com/turgut090/traffic,2024-11-09T08:07:27Z,2025-12-31T02:57:38Z,2025-12-31T02:57:35Z,2,0,0,,,,github_relaxed
815631304,zonary123/CobbleUtils,https://github.com/zonary123/CobbleUtils,2024-06-15T17:00:51Z,2025-12-31T02:57:36Z,2025-12-31T02:57:33Z,2,10,0,Java,,,github_relaxed
853648790,jabbott-iii/Udemy-Portfolio-Projects,https://github.com/jabbott-iii/Udemy-Portfolio-Projects,2024-09-07T06:10:59Z,2025-12-31T02:57:35Z,2025-12-31T02:57:32Z,1,0,0,Python,,This is my Udemy education portfolio. Anyone is welcome to access the files. No changes will be accepted on this repository.,github_relaxed
1048943772,MrAbolfazlNorouzi/iran-configs,https://github.com/MrAbolfazlNorouzi/iran-configs,2025-09-02T08:58:55Z,2025-12-31T02:57:34Z,2025-12-31T02:57:31Z,12,0,0,Python,,v2ray server,github_relaxed
976339839,gomlet674/G-MON-Hub,https://github.com/gomlet674/G-MON-Hub,2025-05-01T23:53:15Z,2025-12-31T02:57:33Z,2025-12-31T02:57:30Z,1,0,0,Lua,,,github_relaxed
1001514627,guess/claude_code,https://github.com/guess/claude_code,2025-06-13T14:08:32Z,2025-12-31T02:57:33Z,2025-12-31T02:57:29Z,19,2,0,Elixir,"agents, ai, anthropic, beam, claude",Claude Code SDK for Elixir,github_relaxed
1065046261,manyeyes/ManySpeech,https://github.com/manyeyes/ManySpeech,2025-09-27T01:12:24Z,2025-12-31T02:57:32Z,2025-12-31T02:57:27Z,54,8,1,C#,,"AI Speech Solutions for Tasks such as ASR, Vocal Extraction, Accompaniment Extraction, Audio Denoising, and Enhancement, Support models such as paraformer, sensevoice, fireredasr, zipformer, moonshine",github_relaxed
1052388647,EduJonathan/aprendendoCpp,https://github.com/EduJonathan/aprendendoCpp,2025-09-08T01:27:17Z,2025-12-31T02:57:31Z,2025-12-31T02:57:27Z,1,0,0,C++,,Neste repositório contém materiais de estudo sobre programação em C++,github_relaxed
1001788009,nschainblatt/sicp,https://github.com/nschainblatt/sicp,2025-06-14T03:08:02Z,2025-12-31T02:57:30Z,2025-12-31T02:57:26Z,1,0,0,Scheme,,,github_relaxed
1032927082,atopos31/llmio,https://github.com/atopos31/llmio,2025-08-06T03:43:36Z,2025-12-31T02:57:29Z,2025-12-31T02:57:25Z,179,15,11,TypeScript,"claude, claude-code, codex, gemini-cli, go",LLM API 负载均衡网关,github_relaxed
1037651654,O0111lqczeadxws/rss-scanner,https://github.com/O0111lqczeadxws/rss-scanner,2025-08-13T23:00:43Z,2025-12-31T02:57:29Z,2025-12-31T02:57:25Z,1,0,0,Python,,RSSS,github_relaxed
911446879,aruljohn/crypto-prices,https://github.com/aruljohn/crypto-prices,2025-01-03T03:27:56Z,2025-12-31T02:57:28Z,2025-12-31T02:57:24Z,1,0,0,,,Current Prices of Cryptocurrencies. Includes CSV and JSON formats. This repo is automatically updated several times a day.,github_relaxed
1029005799,FireStar0507/BingWallpaper,https://github.com/FireStar0507/BingWallpaper,2025-07-30T11:35:10Z,2025-12-31T02:57:27Z,2025-12-31T02:57:23Z,1,0,0,Python,,必应每日超清4K壁纸 | Bing Daily Ultra Clear 4K Wallpapers,github_relaxed
895335134,soui4/swinx,https://github.com/soui4/swinx,2024-11-28T02:34:49Z,2025-12-31T02:57:27Z,2025-12-31T02:57:23Z,8,3,0,C++,,,github_relaxed
941706653,cdilga/multiplayer-racer,https://github.com/cdilga/multiplayer-racer,2025-03-02T22:38:33Z,2025-12-31T02:57:41Z,2025-12-31T02:57:36Z,1,0,0,JavaScript,,A local multiplayer racing game,github_relaxed
882885218,yihad168/tv,https://github.com/yihad168/tv,2024-11-04T01:25:16Z,2025-12-31T02:57:27Z,2025-12-31T02:57:23Z,22,6,0,,,my live tv,github_relaxed
874406666,AdeelWajid/iptv_validated_list,https://github.com/AdeelWajid/iptv_validated_list,2024-10-17T19:13:08Z,2025-12-31T02:57:25Z,2025-12-31T02:57:22Z,26,4,0,,,,github_relaxed
938093298,codeby-umar/codeby-umar,https://github.com/codeby-umar/codeby-umar,2025-02-24T12:11:32Z,2025-12-31T02:57:24Z,2025-12-31T02:57:20Z,15,2,2,,,,github_relaxed
928984372,Karankoli17/LoveConfessionSite,https://github.com/Karankoli17/LoveConfessionSite,2025-02-07T15:44:41Z,2025-12-31T02:57:24Z,2025-12-31T02:57:20Z,1,0,0,JavaScript,,,github_relaxed
991751138,alantang1977/aTV,https://github.com/alantang1977/aTV,2025-05-28T05:18:13Z,2025-12-31T02:57:23Z,2025-12-31T02:57:18Z,3,1,0,Python,,,github_relaxed
935845092,zeldrisho/scoop-bucket,https://github.com/zeldrisho/scoop-bucket,2025-02-20T05:36:49Z,2025-12-31T02:57:20Z,2025-12-31T02:57:17Z,1,1,0,PowerShell,"hacktoberfest, scoop, scoop-apps, scoop-bucket, windows",Yet another Scoop bucket,github_relaxed
1028103381,kandeng/blender_python_tutorial,https://github.com/kandeng/blender_python_tutorial,2025-07-29T03:31:38Z,2025-12-31T02:57:18Z,2025-12-31T02:57:15Z,2,0,0,Python,,Tutorials on Blender python,github_relaxed
1051816279,opedromartinss/cotacoes-cafe,https://github.com/opedromartinss/cotacoes-cafe,2025-09-06T19:24:13Z,2025-12-31T02:57:19Z,2025-12-31T02:57:15Z,1,0,0,Python,,,github_relaxed
786340919,indmdev/Free-Telegram-Store-Bot,https://github.com/indmdev/Free-Telegram-Store-Bot,2024-04-14T06:36:33Z,2025-12-31T02:57:18Z,2025-12-31T02:57:15Z,74,29,5,Python,"autobot, e-commerce, e-commerce-bot, free, free-bot-for-crypto-trading","This is 100% Free Shop Bot, Is a Telegram Store Bot you can use for selling your products and services and managing your products and orders. You customers can  easily shop on you store with confidenc",github_relaxed
969241452,davidfue/RIF-Layoff-Dataset,https://github.com/davidfue/RIF-Layoff-Dataset,2025-04-19T17:52:51Z,2025-12-31T02:57:52Z,2025-12-31T02:57:49Z,2,0,0,,,Schema and records for RIF Tracking,github_relaxed
981830038,CodaBool/stargazer,https://github.com/CodaBool/stargazer,2025-05-12T00:45:02Z,2025-12-31T02:57:19Z,2025-12-31T02:57:15Z,1,0,1,JavaScript,,,github_relaxed
1016927198,tablackburn/ScheduledTasksManager,https://github.com/tablackburn/ScheduledTasksManager,2025-07-09T18:38:25Z,2025-12-31T02:57:19Z,2025-12-31T02:57:15Z,1,0,1,PowerShell,,"PowerShell module for managing local and clustered scheduled tasks in standalone or failover cluster environments, extending Microsoft’s ScheduledTasks module",github_relaxed
770736939,vizoros/peer,https://github.com/vizoros/peer,2024-03-12T04:15:27Z,2025-12-31T02:57:16Z,2025-12-31T02:57:13Z,1,2,0,Shell,,"Highly Distributed Proprietary Blockchain Technology: Our Super Peer is designed to be scalable, lean, secure, simple to install,  lean and fast.",github_relaxed
919847797,cardenluo/ComfyUI-Apt_Preset,https://github.com/cardenluo/ComfyUI-Apt_Preset,2025-01-21T05:56:27Z,2025-12-31T02:57:15Z,2025-12-31T02:57:12Z,232,14,13,Python,,make workflow easy,github_relaxed
971753641,BA-CalderonMorales/my-life-as-a-dev,https://github.com/BA-CalderonMorales/my-life-as-a-dev,2025-04-24T02:28:07Z,2025-12-31T02:57:16Z,2025-12-31T02:57:12Z,2,0,0,Rust,"auomation, better-docs, cli, codex, docs-as-code",better docs example for everyone to leverage,github_relaxed
