full_name,language,description,stargazers_count,created_at,updated_at,pushed_at,cca_score,ceh_score,ciq_score,community_vitality_score,language_score,recognition_score,csq_score,language_maturity_score,update_recency_score,epm_score,dc_score,code_health_score,ise_score,crq_score,csd_score,maintenance_efficiency_score,tc_score,novel_tech_stack_score,research_connection_score,problem_novelty_score,ti_score,topic_trend_score,industry_application_score,mdm_score,topic_innovation_score,gr_score,vi_score,net_score,external_appeal_score,overall_potential_score,main_topic,num_topics,topic_entropy,overall_potential_score,overall_potential_level
Rink37/BOBJECT_engine,C++,I'm writing an app which allows us to render meshes using realtime traditionally hand-painted textures,50,2025-01-07 22:15:05+00:00,2025-12-20 14:21:49+00:00,2025-12-20 14:21:46+00:00,23.904811861065156,38.94807328809581,60,38.1937503952596,85,51.044704046652164,54.3071311370079,85,52.20457767610161,24.271844660194173,30,38.93335464272151,82,46,30,56.400000000000006,62.34814259226451,0.6,0.3,0.5,0.48,0.5,0.9,0.66,0.582392570369058,0.3,0.4,0.4,0.36,44.64295993474037,"otp, bot, tools",10,1.2507676288413432,44.64295993474037,潜力中等
handeveloper1/Proxy,Unknown,DailyProxy - Auto Update List,10,2025-04-01 16:00:59+00:00,2025-12-20 14:21:22+00:00,2025-12-20 14:21:18+00:00,6.553762781246115,0.0,100,27.621505112498447,70,0.0,6.718206021952224,65,52.20457767610161,4.854368932038835,20,8.722221836092093,80,46,30,55.599999999999994,100.0,0.6,0.3,0.5,0.48,0.8,0.9,0.7800000000000001,0.7630000000000001,0.3,0.4,0.3,0.335,38.94982064534303,"proxy, list, http",1,-1.4426951601859516e-10,38.94982064534303,潜力一般
kmontag/macher,Emacs Lisp,"Project-aware multi-file LLM editing for Emacs, based on gptel.",102,2025-06-13 12:55:09+00:00,2025-12-20 14:21:11+00:00,2025-12-20 14:21:28+00:00,27.842515198045792,24.71396739144721,100,44.78689466622484,70,70.00825015794567,60.46828829843344,70,52.20457767610161,9.70873786407767,25,35.608787986722234,100,48,30,64.3,84.56089792834457,0.6,0.3,0.5,0.48,0.8,0.4,0.5800000000000001,0.6512435917133783,0.3,0.7,0.4,0.46499999999999997,50.28835309816822,"proxy, list, http",2,0.5128758689719237,50.28835309816822,潜力中等
Monochrome-Inc/ZombiePanic-HL,C++,Zombie Panic! (Half-Life Modification) using BFHL as a base.,15,2025-05-21 07:23:50+00:00,2025-12-20 14:20:46+00:00,2025-12-20 14:20:42+00:00,11.813925205357632,11.891775840450126,100,33.887691626300594,85,48.907335414256366,69.2820829643098,85,52.20457767610161,24.271844660194173,25,44.67208296500736,92,46,30,60.400000000000006,73.9878470612555,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.578951388245022,0.3,0.5,0.3,0.37,45.44536726447706,"proxy, free, list",10,0.8641050160752043,45.44536726447706,潜力中等
m-bwela/m-bwela,Unknown,,17,2025-06-19 09:16:00+00:00,2025-12-20 14:19:57+00:00,2025-12-20 14:19:54+00:00,12.595947025490204,7.959596301084597,0,7.824237515575691,70,51.44919581828818,34.369909795634044,65,52.20457767610161,4.854368932038835,20,21.16548853424891,80,46,30,55.599999999999994,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.3,0.3,0.3,28.363044935660064,"project, ddos, data",10,2.4192407033260657,28.363044935660064,潜力一般
BossSloth/SteamHunter-plugin,TypeScript,A Millennium plugin for the steam client that adds achievement groups and point just like the SteamHunters website https://steamhunters.com,10,2025-02-12 18:47:16+00:00,2025-12-20 14:19:56+00:00,2025-12-20 14:19:53+00:00,9.326143737585266,11.891775840450126,60,22.892579039191652,92,40.947416878010536,74.40946158348643,90,52.20457767610161,29.126213592233007,30,49.67843246985045,90,46,30,59.599999999999994,57.02192259012088,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.5110876903604835,0.3,0.30000000000000004,0.3,0.3,40.82058506097767,"github, config, jellyfin",3,1.4277008274189056,40.82058506097767,潜力中等
xiaoniucode/etp,Java,🚀🚀🚀ETP(Easy Tunnel Proxy)是一个轻量级的高性能内网穿透应用，支持TCP、HTTP等协议，TLS 1.3安全加密传输协议，多客户端认证，支持Linux、macos、windows操作系统，兼容amd64和arm64架构，该应用用于将内网服务暴露到公网，供外部访问。,58,2025-06-04 12:26:10+00:00,2025-12-20 14:19:54+00:00,2025-12-20 14:23:18+00:00,26.4940060047406,25.23132331619582,100,44.42856556256478,85,45.87704555160735,51.52973958334369,87,52.20457767610161,40.77669902912622,30,43.46022747269883,87,46,30,58.400000000000006,73.60013693418679,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.5634005477367472,0.3,0.6000000000000001,0.3,0.405,47.927197839915905,"proxy, list, http",2,0.8769844677079894,47.927197839915905,潜力中等
voocel/mas,Go,Multi-Agent Framework for Go,12,2025-03-15 13:18:31+00:00,2025-12-20 14:19:35+00:00,2025-12-20 14:19:31+00:00,14.10018953029279,18.481610275449853,100,37.10863940852457,95,27.96717060760793,55.34037325115308,93,52.20457767610161,32.038834951456316,20,40.116760196028594,88,46,30,58.8,80.5634928640496,0.6,0.3,0.5,0.48,0.8,0.9,0.7800000000000001,0.6852539714561985,0.4,0.5,0.3,0.41000000000000003,48.02559132046083,"ai, agent, telegram",2,0.6456667908172848,48.02559132046083,潜力中等
Luiz-Alcantara/Neural-Pixel,C,A simple GUI wrapper for stable-diffusion.cpp written using C and GTK 4.,34,2025-06-09 11:01:07+00:00,2025-12-20 14:19:18+00:00,2025-12-20 14:19:15+00:00,18.63280373978242,17.813720265326452,60,28.687923588777227,70,57.414193967810284,53.69953116744364,70,52.20457767610161,9.70873786407767,25,32.562847277776825,100,46,35,64.85,67.32556583740991,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.5523022633496396,0.3,0.4,0.3,0.335,41.15809561974246,"github, nix, automation",10,1.0854212077240313,41.15809561974246,潜力中等
spongebob888/shadowquic,Rust,A 0-RTT QUIC Proxy with SNI camouflage,147,2025-04-13 15:19:07+00:00,2025-12-20 14:57:32+00:00,2025-12-20 14:18:38+00:00,34.90148173520311,44.3030994363331,60,44.46667749679783,98,53.04594078412212,80.91189167650819,95,52.20457767610161,33.980582524271846,20,52.30355513792384,100,48,30,64.3,28.655303248844135,0.9,0.3,0.5,0.6000000000000001,0.5,0.4,0.4600000000000001,0.4396212129953766,0.3,0.6,0.5,0.45499999999999996,49.11480466169176,"github, nix, automation",10,2.3700195245182107,49.11480466169176,潜力中等
DefiTuna/tuna-sdk,TypeScript,,21,2025-02-10 12:41:37+00:00,2025-12-20 14:18:29+00:00,2025-12-20 14:18:25+00:00,17.59319069229909,18.481610275449853,0,13.505839873327083,92,37.67710632529212,56.528117526886966,90,52.20457767610161,29.126213592233007,20,39.631827644380685,85,46,30,57.599999999999994,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.3,0.3,0.3,33.776713347124264,"project, ddos, data",10,2.4192407033260657,33.776713347124264,潜力一般
xsSplater/Darktide_Enhanced_Descriptions_BETA,Lua,,13,2025-01-19 14:24:07+00:00,2025-12-20 14:18:06+00:00,2025-12-20 14:18:03+00:00,15.321461841488254,20.575257959182505,0,13.329925022309178,70,26.342402108539062,20.876100780214156,70,52.20457767610161,9.70873786407767,20,16.792303603523553,85,46,30,57.599999999999994,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.4,0.3,0.3,0.34,29.964829826198365,"project, ddos, data",10,2.4192407033260657,29.964829826198365,潜力一般
skyline69/balatro-mod-index,Unknown,"A comprehensive collection of mods for Balatro, the roguelike poker deckbuilder. This repository serves as a central hub for the Balatro modding community.",57,2025-01-01 15:45:59+00:00,2025-12-20 14:18:00+00:00,2025-12-20 14:17:57+00:00,38.641450912732545,69.56313109657681,100,64.8036762488949,70,5.913736244412765,17.95842912425098,65,52.20457767610161,4.854368932038835,35,16.780322232126533,100,48,30,64.3,100.0,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.683,0.5,0.6000000000000001,0.44999999999999996,0.5225,53.31198350864904,"mcp, ai, knowledge",1,-1.4426951601859516e-10,53.31198350864904,潜力中等
Glauedson/Glauedson,Unknown,Apenas o readme simples do meu perfil,15,2025-02-24 21:36:18+00:00,2025-12-20 14:16:27+00:00,2025-12-20 14:16:23+00:00,14.58630616169679,15.919192602169193,100,36.40623987543793,70,35.60857265002676,25.85626419879486,65,52.20457767610161,4.854368932038835,20,17.33434801567128,80,46,32,56.099999999999994,55.3734104048617,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.5044936416194468,0.3,0.5,0.3,0.37,38.47330240438268,"github, nix, automation",10,1.482463216827267,38.47330240438268,潜力一般
FidelityFramework/Firefly,F#,A compiler that brings F#'s elegance and precision to systems programming through MLIR and various backends,38,2025-05-29 14:19:35+00:00,2025-12-20 14:12:54+00:00,2025-12-20 14:12:51+00:00,17.72955018264125,7.959596301084597,100,34.877678778436106,86,68.4620343114327,65.01182938709272,70,52.20457767610161,24.271844660194173,30,43.75046885525968,85,51,30,59.349999999999994,78.27090139231792,0.6,0.3,0.5,0.48,0.5,0.6,0.54,0.6160836055692718,0.3,0.5,0.3,0.37,46.093685577046394,"api, v2ray, free",10,0.7218250309879639,46.093685577046394,潜力中等
NekoNyangYee/taehyun-blog-renewal,TypeScript,Supabase를 이용하여 새롭게 탄생한 저만의 블로그입니다.,1,2025-02-09 10:39:03+00:00,2025-12-31 02:57:48+00:00,2025-12-31 02:57:45+00:00,40.90511616528035,7.864359078731059,100,44.11457214366801,92,0.0,44.34015974488468,90,86.07079764250578,53.786082499808856,20,42.778200760131206,83,43,30,55.75,55.373443444947746,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.504493773779791,0.3,0.4,0.35,0.34750000000000003,44.98665866353907,"mcp, ai, knowledge",10,1.4824621192593663,44.98665866353907,潜力中等
michelinus/api,JavaScript,Backend API for my nerdminer status website on IPFS.,1,2025-07-02 23:22:40+00:00,2025-12-31 02:57:44+00:00,2025-12-31 02:57:41+00:00,40.90511616528035,0.0,100,41.36204646611214,82,0.0,22.841900474637562,82,86.07079764250578,46.01909220854673,27,31.785537486578257,96,43,30,60.95,76.33691484549527,0.5,0.3,0.5,0.44000000000000006,0.5,0.6,0.54,0.5943476593819811,0.3,0.4,0.3,0.335,44.42707230148331,"api, v2ray, free",10,0.7860706734130961,44.42707230148331,潜力中等
sakura-talk-kingdum/sakurabot,JavaScript,,2,2025-08-05 10:55:12+00:00,2025-12-31 02:57:44+00:00,2025-12-31 02:57:40+00:00,47.99132626825684,12.61566165809791,40,33.612012087637005,82,11.673994265160752,29.11616436043267,82,86.07079764250578,46.01909220854673,20,33.20895623518605,96,43,32,61.45,67.32782092889049,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.5383112837155619,0.5,0.30000000000000004,0.4,0.405,43.1285199432577,"bot, automation, trading",10,1.0853462952066024,43.1285199432577,潜力中等
growingio/design-system,TypeScript,,2,2024-02-26 08:49:50+00:00,2025-12-31 02:57:44+00:00,2025-12-31 02:57:48+00:00,43.59720641474583,0.0,0,17.438882565898332,92,0.0,36.27831251854201,90,86.07079764250578,53.786082499808856,25,40.15036950827701,100,43,30,62.55,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.2,0.3,0.265,34.90618239304635,"project, ddos, data",10,2.4192407033260657,34.90618239304635,潜力一般
tigerbeetle/devhubdb,Unknown,,4,2024-01-22 23:33:40+00:00,2025-12-31 02:57:43+00:00,2025-12-31 02:57:40+00:00,49.76121997625282,7.959596301084597,0,22.690346695880738,70,25.106793709749113,20.21201503737213,65,86.07079764250578,29.514237839614683,25,24.425390010682598,98,43,30,61.75,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.4,0.2,0.3,0.30500000000000005,33.75405252602307,"project, ddos, data",10,2.4192407033260657,33.75405252602307,潜力一般
garylin0969/trend-scraper,TypeScript,Hot Now - 爬蟲,6,2025-07-03 02:18:53+00:00,2025-12-31 02:57:45+00:00,2025-12-31 02:57:40+00:00,49.222850305496756,0.0,100,44.68914012219871,92,0.0,36.27831251854201,90,86.07079764250578,68.34918929592534,20,44.247456886917774,98,43,30,61.75,73.98905806518638,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.5789562322607456,0.3,0.4,0.3,0.335,47.56340105314815,"github, nix, automation",10,0.8640647873954095,47.56340105314815,潜力中等
henrryqr/portafolio-programacion-numerica-2025,HTML,Portafolio académico — Programación Numérica (2025),1,2025-09-17 02:35:29+00:00,2025-12-31 02:57:44+00:00,2025-12-31 02:57:40+00:00,40.90511616528035,0.0,60,31.36204646611214,65,0.0,0.0,60,86.07079764250578,39.22297570369235,25,18.72804149629232,98,48,30,63.5,27.170799055452544,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39168319622181014,0.3,0.30000000000000004,0.3,0.3,34.944783840222705,"mcp, ai, knowledge",10,2.419333686368992,34.944783840222705,潜力一般
flarom/cohesion,JavaScript,Simple markdown editor for technical writting,10,2025-05-12 02:46:46+00:00,2025-12-31 02:57:43+00:00,2025-12-31 02:57:39+00:00,54.99619169024234,7.959596301084597,100,49.78433538147655,82,40.947416878010536,44.849355086896644,82,86.07079764250578,46.01909220854673,20,40.288892062094845,86,46,30,58.0,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.669,0.3,0.4,0.3,0.335,49.28386225778811,"otp, bot, tools",1,-1.4426951601859516e-10,49.28386225778811,潜力中等
kissenpvp/Pulvinar,Shell,,2,2025-07-08 09:42:29+00:00,2025-12-31 02:57:43+00:00,2025-12-31 02:57:39+00:00,43.59720641474583,0.0,0,17.438882565898332,72,0.0,9.405488430733113,70,86.07079764250578,34.36860677165352,20,20.26148216390863,98,43,30,61.75,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.2,0.3,0.265,30.808404924172667,"project, ddos, data",10,2.4192407033260657,30.808404924172667,潜力一般
Setout8/Book-Pen-Book,JavaScript,本项目是基于源 BPB 面板代码，生成独一无二的混淆代码来部署 cloudflare pages 项目，从而实现 VPN 上网,262,2025-03-25 03:35:42+00:00,2025-12-31 02:57:39+00:00,2025-12-31 02:57:36+00:00,97.68080935120676,77.86435907873106,60,81.32484941803858,82,10.599095716814778,36.60030039473649,82,86.07079764250578,46.01909220854673,25,37.57681745062278,100,48,30,64.3,100.0,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.669,0.5,0.6,0.5499999999999999,0.5475,61.821575844634204,"otp, bot, tools",1,-1.4426951601859516e-10,61.821575844634204,潜力高
turgut090/traffic,Unknown,,2,2024-11-09 08:07:27+00:00,2025-12-31 02:57:38+00:00,2025-12-31 02:57:35+00:00,43.59720641474583,0.0,0,17.438882565898332,70,0.0,6.718206021952224,65,86.07079764250578,29.514237839614683,25,18.353175953743637,98,43,30,61.75,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.2,0.3,0.265,30.426743682139666,"project, ddos, data",10,2.4192407033260657,30.426743682139666,潜力一般
zonary123/CobbleUtils,Java,,2,2024-06-15 17:00:51+00:00,2025-12-31 02:57:36+00:00,2025-12-31 02:57:33+00:00,53.188068754013415,27.535679115560537,0,30.912715192051557,85,3.817718484738468,28.92468163295196,87,86.07079764250578,50.87346114058557,25,35.82181813403333,95,43,30,60.55,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.5,0.2,0.4,0.37,38.92893027473592,"project, ddos, data",10,2.4192407033260657,38.92893027473592,潜力一般
jabbott-iii/Udemy-Portfolio-Projects,Python,This is my Udemy education portfolio. Anyone is welcome to access the files. No changes will be accepted on this repository.,1,2024-09-07 06:10:59+00:00,2025-12-31 02:57:35+00:00,2025-12-31 02:57:32+00:00,40.90511616528035,0.0,60,31.36204646611214,88,0.0,30.90374770098023,88,86.07079764250578,51.844334926993334,35,39.05220368988877,100,43,30,62.55,71.06715261910034,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.5532686104764013,0.3,0.30000000000000004,0.3,0.3,42.09882456403381,"github, config, jellyfin",10,0.9611283852770472,42.09882456403381,潜力中等
MrAbolfazlNorouzi/iran-configs,Python,v2ray server,12,2025-09-02 08:58:55+00:00,2025-12-31 02:57:34+00:00,2025-12-31 02:57:31+00:00,53.332968250695295,0.0,60,36.33318730027812,88,0.0,30.90374770098023,88,86.07079764250578,51.844334926993334,20,36.05220368988877,88,46,30,58.8,44.83997908141971,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.44835991632567884,0.3,0.4,0.3,0.335,40.78093588956086,"api, v2ray, free",10,1.8323762311795835,40.78093588956086,潜力中等
gomlet674/G-MON-Hub,Lua,,1,2025-05-01 23:53:15+00:00,2025-12-31 02:57:33+00:00,2025-12-31 02:57:30+00:00,40.90511616528035,0.0,0,16.36204646611214,70,0.0,6.718206021952224,70,86.07079764250578,34.36860677165352,20,19.052205079957233,98,43,30,61.75,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.2,0.3,0.265,30.297340482435843,"project, ddos, data",10,2.4192407033260657,30.297340482435843,潜力一般
guess/claude_code,Elixir,Claude Code SDK for Elixir,19,2025-06-13 14:08:32+00:00,2025-12-31 02:57:33+00:00,2025-12-31 02:57:29+00:00,60.58727623102148,12.61566165809791,100,53.65039207274286,88,45.533382105714395,55.3759590499772,70,86.07079764250578,34.36860677165352,20,40.94819394256847,88,46,30,58.8,78.27105235861625,0.6,0.3,0.5,0.48,0.8,0.9,0.7800000000000001,0.676084209434465,0.3,0.5,0.3,0.37,51.3439209953887,"proxy, free, list",10,0.7218200159960881,51.3439209953887,潜力中等
manyeyes/ManySpeech,C#,"AI Speech Solutions for Tasks such as ASR, Vocal Extraction, Accompaniment Extraction, Audio Denoising, and Enhancement, Support models such as paraformer, sensevoice, fireredasr, zipformer, moonshine",54,2025-09-27 01:12:24+00:00,2025-12-31 02:57:32+00:00,2025-12-31 02:57:27+00:00,71.69793197435693,27.531500892827644,60,53.31519810223245,84,44.47025141987842,65.55370220704434,84,86.07079764250578,47.96083978136226,35,53.285459916646744,100,46,30,63.599999999999994,100.0,0.6,0.3,0.5,0.48,0.5,0.9,0.66,0.7330000000000001,0.3,0.5,0.3,0.37,55.585891508887464,"mcp, ai, knowledge",1,-1.4426951601859516e-10,55.585891508887464,潜力中等
EduJonathan/aprendendoCpp,C++,Neste repositório contém materiais de estudo sobre programação em C++,1,2025-09-08 01:27:17+00:00,2025-12-31 02:57:31+00:00,2025-12-31 02:57:27+00:00,40.90511616528035,0.0,60,31.36204646611214,85,0.0,26.872824087808898,85,86.07079764250578,48.93171356777002,25,34.21887058823351,100,43,30,62.55,27.173597855772137,0.6,0.3,0.5,0.48,0.5,0.9,0.66,0.44169439142308853,0.3,0.30000000000000004,0.3,0.3,38.900673562636506,"mcp, ai, knowledge",10,2.419240712234892,38.900673562636506,潜力一般
nschainblatt/sicp,Scheme,,1,2025-06-14 03:08:02+00:00,2025-12-31 02:57:30+00:00,2025-12-31 02:57:26+00:00,40.90511616528035,0.0,0,16.36204646611214,70,0.0,6.718206021952224,70,86.07079764250578,34.36860677165352,20,19.052205079957233,98,43,30,61.75,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.2,0.3,0.265,30.297340482435843,"project, ddos, data",10,2.4192407033260657,30.297340482435843,潜力一般
atopos31/llmio,TypeScript,LLM API 负载均衡网关,179,2025-08-06 03:43:36+00:00,2025-12-31 02:57:29+00:00,2025-12-31 02:57:25+00:00,81.87117805939485,42.45699901130281,100,72.60842087771393,92,57.14236014355384,75.05169158688358,90,86.07079764250578,53.786082499808856,22,56.99839008903071,100,48,30,64.3,78.27130559581083,0.6,0.3,0.5,0.48,0.6,0.4,0.5,0.6060852223832434,0.3,0.7,0.5,0.49,61.11848768489949,"mcp, ai, knowledge",10,0.7218116036385777,61.11848768489949,潜力高
O0111lqczeadxws/rss-scanner,Python,RSSS,1,2025-08-13 23:00:43+00:00,2025-12-31 02:57:29+00:00,2025-12-31 02:57:25+00:00,40.90511616528035,0.0,0,16.36204646611214,88,0.0,30.90374770098023,88,86.07079764250578,51.844334926993334,20,36.05220368988877,98,43,30,61.75,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.3,0.2,0.3,0.265,33.41734020442215,"project, ddos, data",10,2.4192407033260657,33.41734020442215,潜力一般
aruljohn/crypto-prices,Unknown,Current Prices of Cryptocurrencies. Includes CSV and JSON formats. This repo is automatically updated several times a day.,1,2025-01-03 03:27:56+00:00,2025-12-31 02:57:28+00:00,2025-12-31 02:57:24+00:00,40.90511616528035,0.0,60,31.36204646611214,70,0.0,6.718206021952224,65,86.07079764250578,44.07734463573119,30,24.450263332384417,98,48,30,63.5,76.33578910578278,0.6,0.3,0.5,0.48,0.5,0.6,0.54,0.6083431564231312,0.3,0.30000000000000004,0.3,0.3,40.422427411467545,"github, config, jellyfin",10,0.7861080696768662,40.422427411467545,潜力中等
FireStar0507/BingWallpaper,Python,必应每日超清4K壁纸 | Bing Daily Ultra Clear 4K Wallpapers,1,2025-07-30 11:35:10+00:00,2025-12-31 02:57:27+00:00,2025-12-31 02:57:23+00:00,40.90511616528035,0.0,60,31.36204646611214,88,0.0,30.90374770098023,88,86.07079764250578,51.844334926993334,20,36.05220368988877,98,43,30,61.75,27.172133323956484,0.5,0.4,0.5,0.47,0.5,0.9,0.66,0.43818853329582597,0.3,0.30000000000000004,0.3,0.3,39.077223020422316,"github, nix, automation",10,2.4192893629287155,39.077223020422316,潜力一般
soui4/swinx,C++,,8,2024-11-28 02:34:49+00:00,2025-12-31 02:57:27+00:00,2025-12-31 02:57:23+00:00,56.436217255688014,15.919192602169193,0,28.146204313034424,85,25.106793709749113,40.3666331032288,85,86.07079764250578,48.93171356777002,25,40.29108464517246,100,43,30,62.55,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.4,0.2,0.3,0.30500000000000005,38.41115585720946,"project, ddos, data",10,2.4192407033260657,38.41115585720946,潜力一般
cdilga/multiplayer-racer,JavaScript,A local multiplayer racing game,1,2025-03-02 22:38:33+00:00,2025-12-31 02:57:41+00:00,2025-12-31 02:57:36+00:00,40.90511616528035,0.0,60,31.36204646611214,82,0.0,22.841900474637562,82,86.07079764250578,60.58219900466324,20,35.48262486521904,96,48,30,62.7,44.83629946164258,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.44834519784657034,0.3,0.30000000000000004,0.3,0.3,39.30894054650325,"mcp, ai, knowledge",10,1.832498465502697,39.30894054650325,潜力一般
yihad168/tv,Unknown,my live tv,22,2024-11-04 01:25:16+00:00,2025-12-31 02:57:27+00:00,2025-12-31 02:57:23+00:00,64.90416472522949,22.34541185344134,0,33.78256003879627,70,32.48319488251308,24.17650965970799,65,86.07079764250578,29.514237839614683,25,26.209412590733734,88,46,30,58.8,44.84041184613085,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.46236164738452346,0.4,0.3,0.3,0.34,38.55475547553628,"project, ddos, data",10,1.832361855047065,38.55475547553628,潜力一般
AdeelWajid/iptv_validated_list,Unknown,,26,2024-10-17 19:13:08+00:00,2025-12-31 02:57:25+00:00,2025-12-31 02:57:22+00:00,64.6229735035282,18.481610275449853,0,32.31775299781873,70,41.69676887951974,29.128404724539383,65,86.07079764250578,29.514237839614683,25,28.43776536990786,88,46,30,58.8,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.3,0.3,0.3,36.42087917335262,"project, ddos, data",10,2.4192407033260657,36.42087917335262,潜力一般
codeby-umar/codeby-umar,Unknown,,15,2025-02-24 12:11:32+00:00,2025-12-31 02:57:24+00:00,2025-12-31 02:57:20+00:00,59.10571205518658,16.54784119746344,0,29.434029241186835,70,40.947416878010536,44.849355086896644,65,86.07079764250578,29.514237839614683,20,34.512193032968625,98,46,30,62.8,27.173598123954523,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.39169439249581806,0.3,0.3,0.3,0.3,37.514833766806795,"project, ddos, data",10,2.4192407033260657,37.514833766806795,潜力一般
Karankoli17/LoveConfessionSite,JavaScript,,1,2025-02-07 15:44:41+00:00,2025-12-31 02:57:24+00:00,2025-12-31 02:57:20+00:00,40.90511616528035,0.0,0,16.36204646611214,82,0.0,22.841900474637562,82,86.07079764250578,46.01909220854673,20,30.385537486578258,96,43,30,60.95,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.3,0.2,0.3,0.265,32.16400696376005,"project, ddos, data",10,2.4192407033260657,32.16400696376005,潜力一般
alantang1977/aTV,Python,,3,2025-05-28 05:18:13+00:00,2025-12-31 02:57:23+00:00,2025-12-31 02:57:18+00:00,48.279655800417906,7.959596301084597,0,22.097721025546775,88,20.94016480664844,42.15817500535602,88,86.07079764250578,51.844334926993334,20,41.116695976857876,98,43,30,61.75,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.4,0.2,0.3,0.30500000000000005,36.664157301674635,"project, ddos, data",10,2.4192407033260657,36.664157301674635,潜力一般
zeldrisho/scoop-bucket,PowerShell,Yet another Scoop bucket,1,2025-02-20 05:36:49+00:00,2025-12-31 02:57:20+00:00,2025-12-31 02:57:17+00:00,43.6774971216195,7.959596301084597,100,45.25685755402741,70,9.266170541487686,11.698369440532927,70,86.07079764250578,34.36860677165352,23,21.893278618318547,98,43,30,61.75,55.369838009442816,0.6,0.3,0.5,0.48,0.5,0.4,0.4600000000000001,0.5044793520377713,0.5,0.4,0.4,0.43999999999999995,43.84495715292599,"proxy, list, http",10,1.4825818892343012,43.84495715292599,潜力中等
kandeng/blender_python_tutorial,Python,Tutorials on Blender python,2,2025-07-29 03:31:38+00:00,2025-12-31 02:57:18+00:00,2025-12-31 02:57:15+00:00,43.59720641474583,0.0,60,32.43888256589833,88,0.0,30.90374770098023,88,86.07079764250578,51.844334926993334,22,36.45220368988877,98,43,30,61.75,27.16676774657133,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.3776670709862854,0.3,0.30000000000000004,0.3,0.3,38.21600279917804,"ai, agent, telegram",10,2.419467603551256,38.21600279917804,潜力一般
opedromartinss/cotacoes-cafe,Python,,1,2025-09-06 19:24:13+00:00,2025-12-31 02:57:19+00:00,2025-12-31 02:57:15+00:00,40.90511616528035,0.0,0,16.36204646611214,88,0.0,30.90374770098023,88,86.07079764250578,51.844334926993334,20,36.05220368988877,98,43,30,61.75,27.173598123954523,0.5,0.3,0.5,0.44000000000000006,0.5,0.4,0.4600000000000001,0.37769439249581815,0.3,0.2,0.3,0.265,33.41734020442215,"project, ddos, data",10,2.4192407033260657,33.41734020442215,潜力一般
